Old URLs,New URLs,Product Name
customised/order/star-cake,collections/star,These are URLs in the menu
customised/order/transport-cake,collections,These are URLs in the menu
customised/order/under-the-sea-cake,collections/Transport,These are URLs in the menu
customised/order/unicorn-cake,Unicorn,These are URLs in the menu
customised/order/woodland-cake,collections,These are URLs in the menu
customised/order/black-and-gold-cake,collections/black%20and%20gold,These are URLs in the menu
customised/order/blue-cake,order-customised-cake-singapore,These are URLs in the menu
customised/order/gold-cake,order-customised-cake-singapore,These are URLs in the menu
customised/order/marble-cake,order-customised-cake-singapore,These are URLs in the menu
customised/order/maroon-cake,order-customised-cake-singapore,These are URLs in the menu
customised/order/monochrome-cake,order-customised-cake-singapore,These are URLs in the menu
customised/order/paddle-pop-cake,order-customised-cake-singapore,These are URLs in the menu
customised/order/pastel-cake,order-customised-cake-singapore,These are URLs in the menu
customised/order/pink-cake,order-customised-cake-singapore,These are URLs in the menu
customised/order/rainbow-cake,collections/Rainbow,These are URLs in the menu
customised/order/semi-naked-cake,order-customised-cake-singapore,These are URLs in the menu
customised/order/tiffany-blue-cake,order-customised-cake-singapore,These are URLs in the menu
customised/order/money-pulling-cake,collections/Money-Pulling,These are URLs in the menu
customised/order/last-minute-cake,Sid please provide URL,These are URLs in the menu
customised/order/gender-reveal-cake,collections/Gender-Reveal,These are URLs in the menu
birthdaycakes/order/standard-cakes-singapore,collections/Classic-Cakes,These are URLs in the menu
standard/order/special-diet-cakes-singapore,collections/Sugar-free,These are URLs in the menu
standard/order/standard-pastries-singapore,collections/Pastries,These are URLs in the menu
standard/order/party-accessories-singapore,collections/Accessories,These are URLs in the menu
customisedcakes/birthday-cakes,collections/Classic-Cakes,These are URLs in the menu
customisedcakes/men-women-cakes,collections/Unisex-Adults,These are URLs in the menu
customisedcakes/kids-birthday-cakes,collections/Birthday,These are URLs in the menu
customisedcakes/colour-cakes,order-customised-cake-singapore,These are URLs in the menu
customisedcakes/longevity-cakes,collections/Longevity,These are URLs in the menu
customisedcakes/gender-reveal-cakes,collections/Gender-Reveal,These are URLs in the menu
customised/order-cake-singapore,order-customised-cake-singapore,These are URLs in the menu
order/customised-cake-singapore,order-customised-cake-singapore,These are URLs in the menu
standard/order/mini-cakes-singapore,collections/Mini-Cakes,These are URLs in the menu
standard/order/cookies-singapore,collections/Mini-Bites,These are URLs in the menu
mothers-day,collections/Mothers-Day,These are URLs in the menu
customised/order/luxury-cake,order-customised-cake-singapore,These are URLs in the menu
money-pulling-cakes-singapore,collections/Money-Pulling,These are URLs in the menu
birthdaycakes/order/fancy-standard-cakes-singapore,collections/Photo-Cakes,These are URLs in the menu
standard/order/cupcakes-singapore,collections/Cupcakes,These are URLs in the menu
customised-cakes-pastries-singapore,collections/Pastries,These are URLs in the menu
standard/order/bento-cakes-singapore,collections/Mini-&-Bento-Cakes,These are URLs in the menu
christmas-gifts,collections/Christmas,These are URLs in the menu
order/cakes-pastries-cookies,collections/Cookies,These are URLs in the menu
chinese-new-year,collections/Chinese-New-Year,These are URLs in the menu
valentines-day-cake,collections,These are URLs in the menu
customised/order/surprise/drinkable-cake,collections/drinkable,These are URLs in the menu
customised/order/surprise/spin-wheel-cake,order-customised-cake-singapore,These are URLs in the menu
customised/order/surprise/pinata-cake,order-customised-cake-singapore,These are URLs in the menu
customised/order/surprise/pull-me-up-tsunami-cake,order-customised-cake-singapore,These are URLs in the menu
customised/order/surprise/gender-reveal-cake,collections/Gender-Reveal,These are URLs in the menu
popular-customised-cakes-singapore,order-customised-cake-singapore,These are URLs in the menu
standard/order/korean-bento-cakes-singapore,collections/Mini-&-Bento-Cakes,These are URLs in the menu
standard/order/standard-bento-cakes-singapore,collections/Mini-&-Bento-Cakes,These are URLs in the menu
customised/order/fathers-day-cake,collections/Fathers-Day,These are URLs in the menu
standard/order/photo-cakes-singapore,collections/Photo-Cakes,These are URLs in the menu
standard/order/mini-tarts-singapore,collections/Mini-Bites,These are URLs in the menu
standard/order/brownies-singapore,collections/Brownies,These are URLs in the menu
customised/order/wedding-cake,collections/Wedding,These are URLs in the menu
customised/order/anniversary-cake,collections/Anniversary,These are URLs in the menu
customised/order/funny-cake,collections/Prank,These are URLs in the menu
customised/order/pig-cake,collections/pig,These are URLs in the menu
standard/order/bulk-buy-gift-singapore,collections/Classic-Cakes,These are URLs in the menu
customised/order/soccer-cake,collections/soccer,These are URLs in the menu
customised/order/baby-full-month-cake,collections/1st-month-Cakes,These are URLs in the menu
customised/order/kids-birthday-cakes,collections/Unisex-Kids,These are URLs in the menu
standard/order/cake-toppers-singapore,collections/Toppers,These are URLs in the menu
valentines-day-cake-collection,collections/valentine,These are URLs in the menu
dessert-box-delivery,collections/Pastries,These are URLs in the menu
fathers-day-collection,collections/Fathers-Day,These are URLs in the menu
pastries/pastry-box,collections/Pastries,These are URLs in the menu
dessert-tables-singapore,collections/Pastries,These are URLs in the menu
corporate-anniversary-cake,collections/corporate,These are URLs in the menu
customised/order/money-investment-cake,collections/money,These are URLs in the menu
customised/order/car-cake,collections/car,These are URLs in the menu
customised/order/boys-birthday-cake,collections/Boys,These are URLs in the menu
customised/order/girls-birthday-cake,collections/Girls,These are URLs in the menu
customised/order/cartoon-cake,collections/character,These are URLs in the menu
customised/order/naughty-cake,collections/naughty,These are URLs in the menu
customised/order/graduation-themed-cake,collections/graduation,These are URLs in the menu
customised/order/occupation-themed-cake,collections/job,These are URLs in the menu
teachers-day-gift,collections/teachers-day,These are URLs in the menu
halloween-cake,collections/halloween,These are URLs in the menu
customised/order/boss-cake,collections/boss,These are URLs in the menu
customised/order/princess-cake,collections/princess,These are URLs in the menu
customised/order/korean-pop-cake,collections/kpop,These are URLs in the menu
standard/order/bundle-deal,collections/Bundles,These are URLs in the menu
customised/order/movie-drama-cake,collections/movie,These are URLs in the menu
customised/order/customised-men-cakes-singapore,collections/Him,These are URLs in the menu
customised/order/customised-women-cakes-singapore,collections/Hers,These are URLs in the menu
customised/order/other-occasions-cake,collections/birthday,These are URLs in the menu
customised/order/seasonal-cake,collections/seasonal,These are URLs in the menu
international-women-day,collections/womens-day,These are URLs in the menu
april-fools-day,collections/april-fools,These are URLs in the menu
customised/order/character-cake,collections/character,These are URLs in the menu
gifting-made-easy,collections/Classic-Cakes,These are URLs in the menu
customised/order/pride-month,collections/pride,These are URLs in the menu
singapore-national-day,collections/national-day,These are URLs in the menu
customised/order/fantasy-cake,Photo-Cakes,These are URLs in the menu
standard/order/standard-classic-mini-cakes-singapore,collections/Mini-Cakes,These are URLs in the menu
standard/order/customised-cupcakes-singapore,collections/Customised-Cupcakes,These are URLs in the menu
standard/order/mini-bites-singapore,collections/Mini-Bites,These are URLs in the menu
customised/order/diy-cakes-singapore,collections,These are URLs in the menu
standard/order/mini-bento-cakes-all,collections/Mini-&-Bento-Cakes,These are URLs in the menu
standard/order/classic-bakes-all,collections/Classic-Cakes,These are URLs in the menu
deepavali,collections/deepavali,These are URLs in the menu
customised/order/beauty-bags-cake,collections/fashion,These are URLs in the menu
customised/order/trending-cakes-singapore,collections/trending,These are URLs in the menu
customised/order/2-5-birthday-cake,collections/Unisex-Kids,These are URLs in the menu
customised/order/6-9-birthday-cake,collections/Unisex-Kids,These are URLs in the menu
customised/order/10-12-birthday-cake,collections/Unisex-Kids,These are URLs in the menu
customised/order/13-15-birthday-cake,collections/Unisex-Kids,These are URLs in the menu
customised/order/hobby-cake,collections/hobby,These are URLs in the menu
customised/order/car-watch-cake,collections/car,These are URLs in the menu
customised/order/games-cake,collections/games,These are URLs in the menu
customised/order/manga-comic-cake,collections/manga,These are URLs in the menu
customised/order/bunny-cake,collections/bunny,These are URLs in the menu
hari-raya,collections/hari-raya,These are URLs in the menu
birthday,collections/birthday,These are URLs in the menu
chinese-new-year-goodies,collections/chinese-new-year,These are URLs in the menu
standard/order/eggless-cakes,collections/eggless,These are URLs in the menu
standard/order/healthy-sugar-free-desserts,collections/Sugar-free,These are URLs in the menu
flavor,flavour,
about,about-us,
partners,about-us,
hire,about-us,
customisedcakes/sg60-national-day-bundle,customised/sg60-national-day-bundle,
customisedcakes/sg60-national-day-cake,customised/sg60-national-day-cake,
customisedcakes/squid-game-bento-cake-set,customised/squid-game-bento-cake-set,
customisedcakes/squid-game-peel-off-bento-cake,customised/squid-game-peel-off-bento-cake,
squid-game-cakes-singapore,collections,
customisedcakes/squid-game-killr-birthday-bento-cake,customised/squid-game-killr-birthday-bento-cake,
customisedcakes/squid-game-red-guards-bento-cake,customised/squid-game-red-guards-bento-cake,
customisedcakes/squid-game-fun-and-games-bento-cake,customised/squid-game-fun-and-games-bento-cake,
customisedcakes/dalgona-game-triangle-bento-cake,customised/dalgona-game-triangle-bento-cake,
customisedcakes/dalgona-game-circle-bento-cake,customised/dalgona-game-circle-bento-cake,
customisedcakes/dalgona-game-star-bento-cake,customised/dalgona-game-star-bento-cake,
customisedcakes/dalgona-game-umbrella-bento-cake,customised/dalgona-game-umbrella-bento-cake,
birthdaycakes/dalgona-coffee-mini-cake,Classic-Cakes/dalgona-coffee-mini-cake,
birthdaycakes/dalgona-coffee-cake,Classic-Cakes/dalgona-coffee-cake,
birthdaycakes/classic-mango-mini-shortcake,Classic-Cakes/classic-mango-mini-shortcake,
birthdaycakes/classic-mango-shortcake,Classic-Cakes/classic-mango-shortcake,
